beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,m_amp,m_mu,m_sigma,sse,peak,mid_mean,late_mean,jump_pct,tail_err,dip_err,loss
0.078,10,525.0,400.0,0.003,60,0.07,0.1,0.008,42.0,3.0,3369.2150519968277,104.2163790128697,100.76178582997531,90.45826914667515,4.406671428425701,38.935369307608696,342.2647567687444,8014.901638599843
0.079,10,500.0,400.0,0.0035,60,0.08,0.08,0.008,42.0,4.0,3368.517902657085,104.917090748291,100.50032874453991,90.47350231738852,4.463816867475545,39.67669365976434,344.3969347834363,8015.011523071618
0.078,10,525.0,375.0,0.0035,62,0.07,0.08,0.004,40.0,3.0,2154.9892489716017,105.51590524219397,105.0809026257903,95.99981764407987,4.446526425685726,11.68232442980467,649.829013882297,8015.313175576388
0.078,10,550.0,375.0,0.003,60,0.08,0.1,0.008,40.0,3.0,3496.504584525552,104.105612380598,100.824847775591,89.3832638122276,4.446377438062865,71.01755782370337,273.41993760114633,8015.320327206417
0.079,10,550.0,375.0,0.003,62,0.07,0.1,0.006,40.0,6.0,3974.1475344002356,103.68680784097235,98.65253614782111,89.22816084709524,4.503880859311926,69.15302319260232,170.2047525651318,8015.425094282753
0.08,11,500.0,400.0,0.003,60,0.08,0.1,0.006,40.0,4.0,2849.8916700897034,105.41393462154723,102.8755917364276,91.26126874110349,4.520652702501038,27.457660482529228,473.9391743185059,8015.426577363851
0.078,11,550.0,400.0,0.003,60,0.08,0.08,0.006,40.0,4.0,3600.7291268161603,103.67382969806795,100.23195699233626,89.41245062812445,4.406671428425701,68.74746083150501,249.20657464295738,8015.55916342471
0.079,11,500.0,400.0,0.0035,60,0.07,0.1,0.006,42.0,5.0,3110.950721888276,105.03772803443732,101.27934048367007,91.34495455204467,4.463816867475545,21.470147247807546,423.03494454401675,8016.02143988009
0.08,10,525.0,400.0,0.003,62,0.07,0.1,0.004,42.0,6.0,2944.711984288297,104.39724981292453,101.72975852363723,91.7422144338386,4.520652702462069,16.88088566694678,455.2548446003376,8016.05530227373
0.078,11,500.0,400.0,0.0035,60,0.07,0.1,0.004,42.0,6.0,2840.1956879302343,104.46111129475261,102.28440225618985,92.29112797531931,4.4068303181965085,9.043385703336616,492.22592933922823,8016.094451007901
0.079,10,500.0,400.0,0.0035,60,0.07,0.08,0.004,42.0,5.0,2507.342801496255,104.82180995419802,103.37906921610006,93.84236886136502,4.463816867475545,0.08207556048754477,578.1931418469647,8016.140336790244
0.078,10,525.0,400.0,0.003,60,0.08,0.08,0.006,42.0,3.0,2964.578917041593,104.26754579927653,102.19544305910128,91.4144378203735,4.406671428425701,23.374558478185456,446.53349482307453,8016.537659766449
0.08,11,525.0,400.0,0.003,60,0.07,0.1,0.004,40.0,5.0,2768.9617562293156,104.79742542938898,102.89825746852003,91.96971903439402,4.5206527025009935,14.274762466759894,502.94347054894746,8016.992081919357
0.078,10,550.0,400.0,0.003,62,0.08,0.08,0.008,42.0,3.0,3543.4024873407866,103.70308095667681,99.9831871699384,89.98140589700111,4.406671428425701,52.78296465906988,279.96713311731446,8016.99658159276
0.078,11,550.0,400.0,0.003,62,0.07,0.08,0.01,42.0,3.0,3778.4228839561606,104.07641234724635,98.9418433374083,89.96546706656042,4.406671428425701,48.4425893542421,239.80091960751034,8017.018316658351
0.08,10,525.0,400.0,0.003,62,0.08,0.1,0.004,40.0,4.0,2594.9828952587654,104.66769956382181,103.64840683896071,92.32895361805849,4.520652702501038,12.241059870577923,539.61694594379,8017.064820777874
0.078,11,550.0,400.0,0.003,62,0.08,0.08,0.006,42.0,4.0,3404.6970006670176,103.89649449899069,100.33155219086208,90.26939673727773,4.406671428425701,45.99848788496367,317.4076153457582,8017.218738423204
0.079,11,500.0,375.0,0.0035,60,0.08,0.08,0.01,42.0,3.0,2799.0602528253517,106.25253596512138,102.2813036878329,92.25487841511965,4.504031799288888,10.452487539245032,511.28005957508395,8017.345251689165
0.08,10,525.0,375.0,0.0035,60,0.07,0.08,0.006,42.0,6.0,3394.254494642709,104.90497932261398,100.05875000984298,90.87146202860795,4.561549761867401,28.546830739622365,352.22942009851675,8017.491643662253
0.079,11,500.0,400.0,0.003,62,0.08,0.08,0.006,42.0,6.0,3464.057266549468,104.62115016133482,99.79324776322358,90.48797448688062,4.463655896462071,39.10444760570212,318.941740730386,8017.59279995929
0.08,11,550.0,375.0,0.0035,62,0.07,0.1,0.008,42.0,4.0,3274.5081387557284,105.40494691342663,100.4866055454763,90.81230972391691,4.561549761925887,31.841353925128605,374.5135797493981,8017.798227328823
0.078,11,525.0,375.0,0.0035,62,0.08,0.08,0.004,42.0,5.0,2462.379164815403,104.91116559039217,103.45241706624378,93.74498211770691,4.446526425685726,0.5240839359447476,584.3254594839717,8017.906553384843
0.08,11,550.0,375.0,0.0035,62,0.07,0.1,0.008,42.0,3.0,2745.176075517377,105.70880974665376,102.37123836842605,92.37245448894417,4.561549761925887,9.143542819415034,517.8752076353619,8018.015131414953
0.078,10,500.0,400.0,0.0035,62,0.07,0.08,0.008,44.0,3.0,2700.791250359407,105.1290064891097,102.078697615046,93.56951054609141,4.406830318235411,0.4153579788094182,537.057554780258,8018.092376812832
0.079,10,525.0,375.0,0.0035,60,0.07,0.1,0.008,42.0,4.0,3356.7807659739233,105.05745608107236,100.52506470868607,90.63049351280108,4.504031799288888,34.34460428902432,356.1300097612785,8018.339857830384
0.079,10,500.0,400.0,0.0035,62,0.08,0.08,0.006,42.0,3.0,2372.7683286636757,105.31806503245726,103.97720869250229,94.16028090556345,4.463816867475545,0.008226059081835168,609.6642957148703,8018.353326689202
0.078,11,550.0,375.0,0.0035,60,0.07,0.1,0.008,42.0,3.0,3131.5824208122012,104.84140870773601,101.39540931195651,91.07378382451637,4.446526425685726,26.832362059034757,410.95934087927094,8018.520983788129
0.078,10,500.0,375.0,0.003,60,0.07,0.1,0.004,40.0,4.0,2339.7529839957583,105.24510064590781,104.67587496806576,94.4131378504712,4.446377438062865,0.3442127237846162,622.3607618864364,8018.544074961723
0.078,10,500.0,375.0,0.003,62,0.08,0.1,0.004,42.0,6.0,2669.1390866057022,104.62619538490974,102.86374051007856,92.65618045273908,4.446377438023941,7.195854043362745,529.8151734879406,8018.794503895731
0.078,11,500.0,375.0,0.0035,62,0.08,0.1,0.006,42.0,4.0,2515.485373915849,105.56994384757368,103.41503787302308,93.29118364019553,4.446526425685726,2.4584371102793554,576.5099612113648,8018.82266170487
0.078,11,525.0,375.0,0.003,62,0.08,0.1,0.01,42.0,3.0,3252.0778882662557,105.2052508847223,100.81195955388998,90.56819028430864,4.446377438062865,39.50669524823345,368.8818025046482,8018.822767242971
0.078,10,525.0,375.0,0.003,60,0.08,0.1,0.008,40.0,4.0,3747.774890743511,104.24666866166827,99.90547163025994,89.0166866074197,4.446377438062865,79.97871087843096,211.9330945994689,8018.968852868903
0.079,11,525.0,375.0,0.003,60,0.08,0.1,0.006,40.0,5.0,3334.3525159174164,104.81985118606444,101.11905947340355,89.88075057193524,4.503880859858733,56.77428188500612,329.909954681772,8018.970759327155
0.078,10,525.0,400.0,0.0035,60,0.08,0.08,0.004,42.0,5.0,3000.303484593957,103.90817244382102,101.9734912556759,91.41454189305587,4.406830318235411,22.869123650793696,436.20211143381414,8018.991571708227
0.078,10,550.0,375.0,0.0035,60,0.08,0.1,0.004,40.0,5.0,3123.127195974205,103.7791571721882,102.00033095213817,90.51092381294174,4.446526425685704,42.11195586413073,385.5367962938082,8018.998785438083
0.08,10,500.0,400.0,0.003,62,0.08,0.1,0.008,40.0,5.0,3906.6490966220904,104.59157622641042,99.00634546687395,88.92088487340521,4.520652702500971,82.87997515704414,174.4083590642363,8019.002199810184
0.08,10,525.0,375.0,0.003,60,0.07,0.1,0.004,40.0,5.0,2578.62364492622,105.01385170038846,103.59185038845142,92.86619287547518,4.56139686963255,4.8088937747416285,558.7423101218852,8019.038618014441
0.08,10,525.0,400.0,0.0035,62,0.08,0.08,0.008,40.0,5.0,4067.948111150544,104.2423012462015,98.33133975301288,88.9597227666717,4.520815755717678,79.28347823225286,142.50913335282718,8019.483710235665
0.08,11,550.0,375.0,0.0035,62,0.08,0.08,0.01,42.0,3.0,3127.850561941483,105.67132249085293,100.95574968595213,91.04238374916288,4.561549761925887,29.563888435002763,409.0154898106385,8019.675062709202
0.078,10,525.0,400.0,0.003,62,0.08,0.08,0.006,42.0,5.0,3639.571614860469,103.6930884181581,99.52449415187961,89.98853442048836,4.406671428425701,51.177242910464095,261.93181032261253,8019.7846781029475
0.079,10,525.0,375.0,0.003,60,0.08,0.1,0.006,40.0,5.0,3453.4614547544124,104.42860937141356,100.78420312323271,89.60731084509746,4.503880859858733,63.88992775130252,293.6606830485342,8019.8643577657185
0.08,10,525.0,375.0,0.0035,60,0.07,0.08,0.006,42.0,4.0,2612.369611431616,105.56985293626337,102.87867545652969,93.221853055544,4.561549761925887,1.9379580533677094,557.7853482990058,8019.920377012582
0.079,10,525.0,400.0,0.003,60,0.08,0.1,0.006,40.0,3.0,2985.9910428344256,104.43671060010062,102.58462486492601,90.75870581840404,4.463655896520535,37.730390492723636,426.090035174215,8020.075339068789
0.078,11,550.0,400.0,0.003,60,0.07,0.08,0.008,42.0,3.0,3469.7452300948617,104.09943235483092,100.21326743145276,90.34257974673659,4.406671428425701,40.82831921072458,316.2621975125749,8020.3854645924475
0.08,11,500.0,375.0,0.0035,60,0.08,0.1,0.008,40.0,3.0,2509.6305233808926,106.41768165713121,104.15684542512047,92.80967377660944,4.561549761925887,6.324871716080862,583.4189058372687,8020.432127924656
0.08,10,500.0,400.0,0.003,60,0.07,0.1,0.008,40.0,5.0,3985.114519889575,104.59157622641042,98.86673527651786,89.0523342376675,4.520652702500971,73.50182468237455,174.4083590642363,8020.44111283403
0.079,10,550.0,375.0,0.003,60,0.07,0.08,0.004,40.0,3.0,2428.861630075795,104.79047650603471,104.1508197576562,93.802202363944,4.5038808598588,0.28999814026938303,596.5569576209689,8020.746072919566
0.078,10,550.0,400.0,0.0035,60,0.07,0.1,0.006,42.0,3.0,3190.732763404562,103.84402553804732,101.48229217555118,90.842600304684,4.406830318235411,31.839609028593507,386.51536816934856,8020.774464451862
0.078,10,500.0,400.0,0.003,60,0.08,0.08,0.01,42.0,3.0,3461.0991349673454,104.6855194030329,100.30330472168305,90.2458007280948,4.406671428425701,44.82306825346718,318.7805068438355,8020.79082986409
0.08,11,500.0,375.0,0.003,60,0.07,0.08,0.006,42.0,6.0,3036.9947398856916,105.66944547439749,101.10209279673434,91.96855907669136,4.561396869574108,11.869072525684182,454.77123926841267,8020.875305798378
0.08,11,500.0,375.0,0.0035,60,0.07,0.08,0.01,42.0,3.0,2595.410968758623,106.70300923138014,102.74502853923582,93.52282497605904,4.561549761925887,0.6094223996770439,571.8974385245486,8021.219028811134
0.078,11,525.0,400.0,0.0035,62,0.07,0.1,0.01,40.0,4.0,4249.059887530807,104.05129057827534,97.84725171101158,88.923246622926,4.406830318235411,76.02529256738242,110.87880816711166,8021.232466721499
0.078,11,525.0,400.0,0.003,60,0.08,0.1,0.006,40.0,4.0,3391.5405023524677,104.09956196842805,101.10617972444022,89.68950760664484,4.406671428425701,62.278300975547054,306.5597790413252,8021.343183210719
0.078,10,550.0,400.0,0.0035,60,0.07,0.08,0.004,42.0,6.0,3501.8681400712653,103.18842840718177,100.12472155749069,90.44666737059451,4.4068303181965085,37.985127334171786,306.1457891958681,8021.492957110078
0.079,11,525.0,400.0,0.003,62,0.07,0.1,0.008,42.0,4.0,3527.175024437476,104.72636937959274,99.77936455878555,90.24285718637371,4.463655896520535,43.41467662315696,303.4948307391055,8021.506987525568
0.078,11,525.0,375.0,0.0035,60,0.08,0.08,0.008,40.0,5.0,4024.379170702854,104.3399862330768,98.6722159050857,88.98667105289128,4.44652642568566,77.14685763615137,158.4094235935159,8021.643154780011
0.078,11,500.0,400.0,0.003,60,0.07,0.1,0.006,42.0,5.0,3338.9827608968503,104.52028817007923,100.61374162999375,90.72591966259776,4.406671428425701,32.378967807231824,358.7734283912255,8021.784976224033
0.078,11,525.0,400.0,0.0035,60,0.07,0.1,0.006,42.0,3.0,2771.8455732542548,104.74198507574734,102.76875807160232,92.29755564488755,4.406830318235411,9.599310304975493,510.10972896879707,8021.835022881671
0.079,11,500.0,375.0,0.003,60,0.08,0.1,0.008,40.0,5.0,3745.383888116863,105.1203648020346,99.72863801207816,89.13317309536885,4.503880859858733,75.48238336118928,224.78405399589465,8021.876986620327
0.079,10,525.0,375.0,0.0035,60,0.08,0.08,0.008,42.0,3.0,2821.4790335099196,105.40129007646046,102.42613091356955,91.9725670025382,4.504031799288888,14.516058527509696,496.0358314237976,8022.120329212203
0.079,11,500.0,400.0,0.0035,62,0.08,0.08,0.01,42.0,4.0,3684.4712247842704,105.22394880780351,99.09737178213237,90.0963049440836,4.463816867475545,47.0417684874283,269.8574737774303,8022.331616436091
0.078,10,550.0,400.0,0.003,62,0.07,0.08,0.004,44.0,4.0,2889.292349565318,103.79404010705802,101.84848184601,92.38960959801823,4.406671428425701,8.330371127307483,476.1982177235587,8022.495248327687
0.08,11,500.0,400.0,0.003,60,0.08,0.08,0.008,40.0,5.0,3856.833108328651,104.97050907237183,99.19639610664026,89.09836463501824,4.520652702500971,75.62743567810033,199.1920947394919,8022.518786241642
0.08,11,525.0,375.0,0.003,62,0.07,0.1,0.004,40.0,5.0,2364.7446240694676,105.41019784243592,104.0990736599721,94.0347788154707,4.56139686963255,0.035156455904626405,612.2856256754269,8022.525658046473
0.078,10,550.0,400.0,0.003,60,0.08,0.08,0.008,40.0,3.0,3742.874148490855,103.48298015139814,99.8839385103224,89.12707650407772,4.406671428425701,76.91011829682161,210.25068363000264,8022.662961302731
0.079,10,550.0,400.0,0.003,60,0.07,0.1,0.004,40.0,3.0,2797.8662994997508,104.00530483995364,103.07575981622051,91.838568956243,4.463655896520535,16.50673324204354,490.43860617497563,8022.673837293134
0.079,11,525.0,375.0,0.0035,62,0.08,0.1,0.01,42.0,3.0,3038.78136309692,105.7366437905223,101.46541629045203,91.15916989487636,4.504031799288888,27.9383720185361,432.33638541113805,8022.699246621348
0.08,11,525.0,400.0,0.0035,60,0.08,0.08,0.004,40.0,5.0,2689.7224796303994,104.87614319213384,103.17038129208254,92.14866177227813,4.520815755717722,13.190264567448263,521.2993764260395,8022.732614339173
0.079,11,500.0,375.0,0.003,60,0.07,0.1,0.01,42.0,3.0,2878.8600050733703,106.16056556073389,102.03033104386756,92.10223119671733,4.5038808598588,11.120491006901599,495.02118751073044,8022.785486891466
0.078,11,525.0,375.0,0.0035,60,0.08,0.08,0.004,40.0,4.0,2416.1085803324513,104.90687176674263,104.29992713484474,93.64142558790167,4.446526425685726,0.9465523263179784,598.7792930659579,8022.862384904431
0.078,10,550.0,375.0,0.003,62,0.08,0.1,0.006,42.0,3.0,2889.283616858464,104.40571113925786,102.37684098906819,91.46449905034659,4.446377438062865,23.852557089570073,460.91517900632743,8022.968640381409
0.078,10,550.0,375.0,0.0035,62,0.07,0.08,0.006,42.0,6.0,3904.411491228466,103.61411253100177,98.43871097797114,90.01826390823274,4.446526425627262,45.515235975928576,214.4930662131645,8023.071868026108
0.078,10,500.0,375.0,0.0035,62,0.08,0.1,0.004,40.0,4.0,2251.3211586561383,105.46718724747308,105.06002488377155,94.65456213589496,4.446526425685726,0.5318169758585842,641.395030720147,8023.193027186237
0.079,10,550.0,400.0,0.0035,60,0.08,0.08,0.004,40.0,3.0,2718.816167183167,104.09655533776773,103.34514089593374,92.01551279984477,4.463816867475545,15.349801042605513,508.3069851820157,8023.226607759563
0.079,11,525.0,400.0,0.003,62,0.08,0.08,0.006,42.0,3.0,2598.8487116906313,105.0762673185465,103.0895367001574,92.82717887328451,4.463655896520535,5.917746849535638,549.5716795023151,8023.354338859777
0.079,11,550.0,375.0,0.0035,60,0.07,0.08,0.008,42.0,4.0,3465.188577374976,104.972067877713,99.97083764802252,90.51337573860124,4.504031799288888,36.146287748624154,329.32772746115603,8023.634142675568
0.078,10,525.0,400.0,0.003,62,0.07,0.08,0.004,44.0,5.0,2833.1703485229755,104.07627358653865,101.8441759562045,92.78345159018222,4.406671428425701,4.5034177277001985,494.99977978879303,8023.681934083889
0.08,10,550.0,375.0,0.003,60,0.07,0.08,0.006,40.0,6.0,3892.751903196947,104.108673099034,98.93800845729172,89.37336991360527,4.5613968690855655,64.18843483947185,199.16000584591936,8023.713505800309
0.079,10,550.0,375.0,0.0035,60,0.07,0.08,0.008,42.0,4.0,3599.7016105134308,104.56636543667108,99.62405932160544,90.22522133682718,4.504031799288888,42.20476561254224,291.4115941106038,8023.788075220755
0.08,11,525.0,375.0,0.0035,62,0.07,0.08,0.008,42.0,3.0,2406.1961837754548,106.23085317966114,103.35166538359447,94.3393841666118,4.561549761925887,0.30712218313890555,607.8331648014727,8023.848087976617
0.08,11,550.0,400.0,0.003,62,0.07,0.08,0.006,40.0,6.0,3993.736327703767,103.96758005289456,98.41624975792256,89.31516837008127,4.520652701954142,65.98751913976213,172.20292756679137,8024.350288864877
0.079,10,500.0,400.0,0.0035,62,0.07,0.1,0.008,42.0,5.0,3815.702254417367,104.55872687043522,98.7857625617448,89.99025896928137,4.463816867475545,47.070672861436385,239.74228643223006,8024.3889296487305
0.078,11,550.0,400.0,0.0035,60,0.07,0.08,0.004,42.0,6.0,3364.69913422958,103.58738758172693,100.46986281766841,90.73304217538693,4.4068303181965085,32.28428283028483,344.45073217958145,8024.568364195479
0.078,10,550.0,400.0,0.003,62,0.07,0.08,0.006,44.0,3.0,3017.7854737105013,103.95969795140067,101.36961901244422,91.99065445528919,4.406671428425701,12.649162372544048,445.2957670232373,8024.7983144404525
0.079,11,525.0,400.0,0.0035,60,0.07,0.08,0.008,40.0,5.0,4157.720612692079,104.2111408314335,98.14653123058208,89.08501300460671,4.463816867475501,70.35083084485156,139.59815270162696,8024.905625843189
0.079,10,525.0,400.0,0.003,62,0.08,0.08,0.006,42.0,5.0,3495.364638338739,104.11478017148805,99.9233522858453,90.20670182328016,4.463655896520535,46.5998423144796,300.64172004201254,8024.980206803284
0.08,11,525.0,400.0,0.0035,60,0.08,0.1,0.01,40.0,3.0,3480.37121380371,105.24511249281241,100.76022245550865,89.32623064262808,4.520815755717722,72.76598589470817,283.4590756823954,8025.005077851147
0.079,11,550.0,400.0,0.003,60,0.08,0.08,0.006,40.0,4.0,3469.5049125894966,104.0945345215402,100.62366396949847,89.60633413412855,4.463655896520535,64.11051703895028,286.1791747106602,8025.087196782613
0.079,11,550.0,400.0,0.003,62,0.07,0.1,0.006,42.0,4.0,3278.913778080273,104.31768818154227,100.71899177213871,90.62620396931219,4.463655896520535,36.55978572423723,360.5742450447452,8025.124317245445
0.08,10,550.0,400.0,0.0035,60,0.08,0.08,0.004,40.0,4.0,2843.720099570751,104.27433344028191,102.79244090457397,91.43416328042993,4.520815755717722,24.334437138564848,470.27577863051147,8025.614878934216
0.079,10,500.0,375.0,0.0035,60,0.07,0.1,0.006,40.0,3.0,2286.371408742319,105.66078950153309,104.87021708808307,94.633021923658,4.504031799288888,0.940091569122245,636.645883927211,8025.787841930685
0.078,10,500.0,375.0,0.0035,62,0.07,0.08,0.004,42.0,5.0,2254.8806317142307,105.02524321246804,104.08821997569552,95.57690502436607,4.446526425685726,7.906610140024242,626.0384450687212,8026.171568609652
